latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
27.66796,76.1292,300.82,0.34,0.56,2023-11-03,2117,N,VIIRS,n,2,290.15,1.1,N,2
29.12272,75.77993,301.36,0.6,0.53,2023-11-03,2117,N,VIIRS,n,2,289.23,0.81,N,2
30.30079,76.73702,331.15,0.75,0.77,2023-11-04,654,N,VIIRS,n,2,295.14,4.16,D,0
30.30351,76.73454,325.52,0.75,0.77,2023-11-04,654,N,VIIRS,n,2,295.05,5.05,D,0
30.66913,76.47324,330.74,0.76,0.77,2023-11-04,654,N,VIIRS,n,2,294.97,5.14,D,0
31.33932,75.78156,338.44,0.8,0.78,2023-11-04,654,N,VIIRS,n,2,294.72,6.82,D,0
31.33994,75.78013,333.98,0.79,0.78,2023-11-04,654,N,VIIRS,n,2,293.97,4.67,D,0
27.4871,78.46188,332.5,0.36,0.57,2023-11-04,833,N,VIIRS,n,2,295.19,3.67,D,0
27.48954,78.45907,331.27,0.36,0.57,2023-11-04,833,N,VIIRS,n,2,295.21,3.79,D,0
29.44064,76.39739,334.61,0.57,0.52,2023-11-04,834,N,VIIRS,n,2,295.65,4.33,D,0
29.4419,76.39826,330.48,0.57,0.52,2023-11-04,834,N,VIIRS,n,2,295.65,3.75,D,0
29.44727,74.05875,333.75,0.41,0.45,2023-11-04,834,N,VIIRS,n,2,299.22,2.28,D,0
29.45994,76.867,331.95,0.61,0.53,2023-11-04,834,N,VIIRS,n,2,291.78,2.96,D,2
29.46043,76.86642,331.71,0.61,0.53,2023-11-04,834,N,VIIRS,n,2,292.37,2.48,D,2
29.47739,74.02409,341.49,0.41,0.45,2023-11-04,834,N,VIIRS,n,2,300.81,6.24,D,0
29.50294,74.18361,340.26,0.42,0.45,2023-11-04,834,N,VIIRS,n,2,299.57,3.05,D,0
29.50711,74.14308,353.16,0.42,0.45,2023-11-04,834,N,VIIRS,n,2,303.41,22.39,D,0
29.53698,74.50663,339.71,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,300.18,3.4,D,0
29.55002,76.10603,343.26,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,297.07,5.63,D,0
29.56056,74.50037,344.51,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,307.32,25.04,D,0
29.56222,74.49868,349.19,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,309.21,55.84,D,0
29.56485,74.4998,345.97,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,302.18,25.04,D,0
29.56651,74.49813,335.96,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,298.81,4.64,D,0
29.57842,74.25071,343.44,0.43,0.46,2023-11-04,834,N,VIIRS,n,2,300.13,5.77,D,0
29.5944,74.49124,341.32,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,299.75,8.97,D,0
29.59785,74.43977,332.42,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,299.19,7.58,D,0
29.59831,74.44433,340.7,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,300.64,7.58,D,0
29.61273,75.63629,346.21,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,298.74,10.7,D,0
29.63231,75.19881,334.37,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,295.92,3.8,D,0
29.63865,76.4068,330.01,0.57,0.52,2023-11-04,834,N,VIIRS,n,2,296.07,2.65,D,0
29.64375,75.92078,334.56,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,297.77,4.87,D,0
29.66138,75.70699,346.95,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,299.63,10.42,D,0
29.66196,75.81199,332.91,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.36,2.13,D,0
29.67185,76.0719,347.99,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.63,7.61,D,0
29.67244,76.40298,336.58,0.57,0.52,2023-11-04,834,N,VIIRS,n,2,296.69,5.94,D,0
29.68163,75.82085,331.4,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.75,4.93,D,0
29.6937,75.76699,342.21,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,301.11,20.21,D,0
29.69494,75.76369,342.5,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,300.85,11.93,D,0
29.69636,75.34628,340.05,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.57,6.05,D,0
29.7114,75.70409,340.98,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,301.0,16.92,D,0
29.71345,75.24017,341.16,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,299.56,10.25,D,0
29.7159,75.45468,346.62,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.5,12.91,D,0
29.72097,75.96636,341.86,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,297.4,13.23,D,0
29.72516,75.96017,334.45,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,295.76,5.32,D,0
29.72567,75.96581,336.73,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,295.61,5.32,D,0
29.72653,75.37405,341.53,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.14,9.6,D,0
29.72781,75.72971,340.38,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.38,4.05,D,0
29.72959,74.43372,331.46,0.44,0.46,2023-11-04,834,N,VIIRS,n,2,297.42,2.8,D,0
29.73072,76.02258,334.75,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,297.45,5.54,D,0
29.73453,75.31544,337.0,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,298.15,6.08,D,0
29.74202,75.88442,342.68,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.68,8.2,D,0
29.74253,75.89001,341.2,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,299.21,10.6,D,0
29.74568,75.38223,331.28,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,296.89,3.11,D,0
29.75124,75.39211,343.97,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.24,6.19,D,0
29.7515,75.39027,342.01,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.52,10.93,D,0
29.75465,75.33389,330.73,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.37,2.83,D,0
29.75528,75.33195,334.7,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,298.04,4.43,D,0
29.75577,75.39156,332.57,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,296.12,4.27,D,0
29.75812,75.90516,342.87,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.72,8.45,D,0
29.76991,75.39511,341.52,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.01,5.67,D,0
29.77013,75.39326,341.01,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.93,4.14,D,0
29.77634,76.00003,341.81,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,297.28,8.24,D,0
29.78472,76.03941,330.71,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,296.13,2.51,D,0
29.79451,75.3114,348.39,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,301.48,8.9,D,0
29.795,75.31657,341.32,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,298.87,8.9,D,0
29.79549,75.32174,337.3,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,298.68,7.13,D,0
29.79784,76.02636,350.78,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,298.05,11.2,D,0
29.798,75.69773,332.44,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,295.55,2.98,D,0
29.7985,75.70319,330.15,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.34,2.98,D,0
29.80035,75.70455,343.77,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.18,7.64,D,0
29.80313,75.70264,332.04,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,294.8,2.98,D,0
29.80759,75.75197,344.65,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.47,8.41,D,0
29.80841,75.65799,338.08,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.03,3.61,D,0
29.80877,75.51121,340.44,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,299.18,12.77,D,0
29.80942,76.04814,342.8,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.0,6.63,D,0
29.80996,76.04682,341.14,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,295.77,7.72,D,0
29.81016,75.5759,334.27,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,297.63,2.52,D,0
29.81223,75.75141,344.52,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,299.47,14.23,D,0
29.8125,75.40399,342.29,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.96,7.82,D,0
29.81303,75.65744,350.11,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.33,8.63,D,0
29.81335,75.51065,341.16,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,298.17,12.77,D,0
29.81376,75.56462,340.72,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,299.39,9.87,D,0
29.81683,76.07626,342.11,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.71,7.74,D,0
29.81718,76.07499,344.8,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.32,8.82,D,0
29.81757,75.12769,343.74,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,299.72,5.07,D,0
29.82309,75.41862,332.2,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.93,5.62,D,0
29.82416,75.7278,336.74,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.07,4.41,D,0
29.82463,75.38661,335.12,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.53,6.18,D,0
29.82555,75.16251,339.01,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,299.24,4.9,D,0
29.82562,75.25542,349.8,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,300.78,13.27,D,0
29.82939,75.68295,344.94,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,303.05,28.15,D,0
29.83005,75.58981,331.35,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,296.97,4.69,D,0
29.83007,75.84447,336.07,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.43,9.91,D,0
29.83373,75.83279,330.63,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.46,4.17,D,0
29.83474,75.84393,367.0,0.53,0.5,2023-11-04,834,N,VIIRS,h,2,299.9,9.91,D,0
29.83524,75.8495,336.2,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.46,10.89,D,0
29.83673,75.36929,343.76,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,300.7,13.83,D,0
29.83866,75.13251,332.19,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,298.58,3.51,D,0
29.84175,75.66498,341.84,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.85,6.9,D,0
29.84793,75.58221,331.12,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,296.22,5.88,D,0
29.84946,75.54948,330.47,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,299.57,3.87,D,0
29.85029,75.85902,339.89,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.36,7.25,D,0
29.85239,76.25957,341.71,0.56,0.52,2023-11-04,834,N,VIIRS,n,2,297.0,4.45,D,0
29.85328,76.26056,337.66,0.56,0.52,2023-11-04,834,N,VIIRS,n,2,296.83,7.3,D,0
29.85458,75.60321,337.31,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,297.73,6.96,D,0
29.85913,75.85235,331.62,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.65,6.94,D,0
29.86119,75.87473,336.03,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.23,4.4,D,0
29.8638,75.8518,333.2,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.43,6.94,D,0
29.86888,75.32327,331.26,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.96,2.64,D,0
29.86984,75.32048,334.82,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.83,3.94,D,0
29.87159,75.3968,340.91,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.38,5.46,D,0
29.87207,75.39413,352.63,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.67,9.71,D,0
29.87613,75.39624,335.07,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,296.9,5.46,D,0
29.87679,75.839,347.83,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,297.3,7.79,D,0
29.87873,75.36681,341.78,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.85,6.06,D,0
29.87929,75.71573,353.0,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.77,10.08,D,0
29.87988,76.02715,337.84,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.56,6.82,D,0
29.88146,75.83846,342.65,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.92,7.79,D,0
29.88425,75.37673,341.18,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,299.29,6.69,D,0
29.88461,76.0266,332.59,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.34,10.99,D,0
29.88875,75.86584,336.52,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.29,8.35,D,0
29.88879,75.37617,343.44,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,296.95,6.69,D,0
29.88986,76.03178,338.26,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,299.32,10.99,D,0
29.89022,75.78127,341.57,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.42,10.58,D,0
29.89038,76.03751,341.77,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.01,17.48,D,0
29.89319,75.5743,332.78,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,297.01,5.68,D,0
29.89344,75.86531,339.7,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.21,8.35,D,0
29.89354,76.07203,344.02,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,297.66,20.88,D,0
29.89368,75.57968,341.0,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,297.58,10.07,D,0
29.89382,75.76964,340.24,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.89,3.57,D,0
29.89391,75.57672,345.51,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,298.11,13.58,D,0
29.89396,75.87092,341.0,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.74,8.35,D,0
29.89532,75.73603,332.91,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.15,3.38,D,0
29.89759,75.85917,351.08,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.86,13.24,D,0
29.89818,75.91588,344.38,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,298.38,17.15,D,0
29.89857,75.28549,345.08,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.57,5.98,D,0
29.89892,75.79472,332.01,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.1,6.95,D,0
29.89965,75.85669,340.72,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.29,8.47,D,0
29.90059,75.79127,335.31,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.97,3.16,D,0
29.90267,75.47581,334.72,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,296.83,6.19,D,0
29.90765,75.96627,335.38,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,296.09,4.85,D,0
29.90961,75.8861,355.04,0.54,0.5,2023-11-04,834,N,VIIRS,n,2,303.25,32.43,D,0
29.91149,75.88364,331.89,0.54,0.5,2023-11-04,834,N,VIIRS,n,2,300.66,24.66,D,0
29.91163,75.85754,334.92,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.3,4.74,D,0
29.91198,75.88927,343.17,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,298.76,34.0,D,0
29.9127,75.10281,341.49,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,300.87,6.62,D,0
29.9143,75.88556,347.4,0.54,0.5,2023-11-04,834,N,VIIRS,n,2,295.89,32.43,D,0
29.91647,75.42594,337.99,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.31,6.05,D,0
29.91716,75.10224,335.76,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,297.85,6.62,D,0
29.91725,75.73663,342.93,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.94,7.07,D,0
29.91867,75.59851,333.16,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,297.12,7.88,D,0
29.91931,76.03999,333.82,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,295.91,3.82,D,0
29.92067,76.04352,336.74,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,295.66,7.76,D,0
29.92153,75.86205,343.04,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,297.55,6.75,D,0
29.9226,75.87326,330.61,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.43,4.19,D,0
29.92278,75.59255,350.77,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,299.95,20.42,D,0
29.92305,75.85391,332.16,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.27,5.37,D,0
29.92314,75.87888,330.12,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.11,4.19,D,0
29.92355,75.85952,333.1,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.22,5.37,D,0
29.92378,75.60337,343.63,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,300.75,17.21,D,0
29.92405,75.86513,333.05,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,297.0,6.29,D,0
29.92505,75.87637,333.95,0.54,0.5,2023-11-04,834,N,VIIRS,n,2,295.98,6.91,D,0
29.92716,75.34503,340.81,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,299.19,7.75,D,0
29.92723,75.84776,340.49,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.23,9.79,D,0
29.92766,75.35026,339.81,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.94,8.99,D,0
29.92804,75.75209,348.49,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.31,17.55,D,0
29.9304,75.6245,345.49,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.59,8.05,D,0
29.93241,75.85281,341.21,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.23,14.59,D,0
29.93392,75.66258,341.82,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.2,6.45,D,0
29.93822,75.27016,332.92,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.88,3.36,D,0
29.93854,75.66203,332.31,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,295.3,4.8,D,0
29.93872,75.27532,332.4,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,298.22,4.96,D,0
29.93911,75.8747,344.11,0.54,0.5,2023-11-04,834,N,VIIRS,n,2,296.19,8.82,D,0
29.94272,75.60656,340.39,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.09,8.34,D,0
29.94485,74.53936,339.02,0.45,0.47,2023-11-04,834,N,VIIRS,n,2,298.45,5.98,D,0
29.94528,75.02255,346.11,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,299.28,7.16,D,0
29.94637,76.06383,331.9,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.4,3.8,D,0
29.94756,75.01893,335.14,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,298.08,5.05,D,0
29.94804,75.02393,339.39,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,297.87,5.05,D,0
29.94875,75.72178,342.55,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.29,11.29,D,0
29.94979,75.29493,330.16,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.89,2.68,D,0
29.9502,75.78867,340.01,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.93,4.04,D,0
29.95062,75.845,337.98,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.92,6.2,D,0
29.9521,75.18011,355.63,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,300.74,13.76,D,0
29.95233,75.32088,339.27,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.08,5.08,D,0
29.95289,75.71573,348.47,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.54,11.11,D,0
29.95297,75.56709,339.35,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,297.2,6.97,D,0
29.95334,75.7715,340.42,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,298.1,5.53,D,0
29.95336,75.1767,340.92,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,297.89,6.13,D,0
29.95348,75.57248,341.62,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,298.4,12.95,D,0
29.95384,75.18181,340.86,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,298.25,8.24,D,0
29.95447,75.43739,349.72,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,299.83,14.7,D,0
29.95487,75.78812,336.68,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,294.64,4.04,D,0
29.95602,75.50168,338.5,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,297.04,5.13,D,0
29.95698,75.41571,341.84,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.65,5.3,D,0
29.95909,75.53377,340.43,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,299.48,3.69,D,0
29.95909,75.68169,339.17,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,295.19,5.13,D,0
29.95961,75.68718,341.37,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,294.89,5.13,D,0
29.96009,75.49578,344.31,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,297.45,6.63,D,0
29.96108,75.17902,341.8,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,300.99,7.49,D,0
29.96115,75.65382,332.02,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.36,2.49,D,0
29.96234,75.17558,340.85,0.49,0.48,2023-11-04,834,N,VIIRS,n,2,300.8,8.18,D,0
29.96238,75.97499,331.75,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,294.78,3.33,D,0
29.96312,75.82656,344.62,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,299.97,26.53,D,0
29.96368,75.53321,332.46,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,297.5,2.27,D,0
29.96378,75.04729,341.0,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,297.73,11.17,D,0
29.96535,75.01669,331.3,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,298.02,15.19,D,0
29.96583,75.02169,342.31,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,302.96,15.19,D,0
29.96621,75.86017,341.28,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.85,7.28,D,0
29.96677,75.4221,333.47,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.04,8.29,D,0
29.96681,75.66418,341.37,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,296.47,9.62,D,0
29.96709,75.97444,340.23,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,295.05,11.65,D,0
29.96761,75.98016,346.43,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,296.94,11.65,D,0
29.97018,76.00875,334.88,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,295.62,4.81,D,0
29.972,74.90038,333.91,0.47,0.48,2023-11-04,834,N,VIIRS,n,2,298.28,3.25,D,0
29.97247,75.82547,331.24,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.25,6.13,D,0
29.97298,75.83106,340.79,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,296.13,6.13,D,0
29.97394,75.94488,339.69,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,295.59,9.55,D,0
29.97521,75.02558,333.87,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,298.01,2.97,D,0
29.9753,75.46166,336.66,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,297.63,5.63,D,0
29.97624,75.42406,333.51,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.2,4.53,D,0
29.97637,75.42627,342.2,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.34,6.27,D,0
29.97676,75.42934,332.69,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.69,7.51,D,0
29.97856,75.59134,331.94,0.51,0.5,2023-11-04,834,N,VIIRS,n,2,296.91,5.72,D,0
29.97857,75.50131,335.4,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,298.24,4.89,D,0
29.97893,75.49892,339.13,0.51,0.49,2023-11-04,834,N,VIIRS,n,2,298.57,5.83,D,0
29.9808,74.50626,332.91,0.45,0.47,2023-11-04,834,N,VIIRS,n,2,297.69,3.82,D,0
29.98168,75.62385,330.63,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,295.71,10.64,D,0
29.98234,75.82998,336.1,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.62,4.97,D,0
29.98438,75.75102,355.32,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.89,11.8,D,0
29.98536,75.3242,332.44,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.11,3.68,D,0
29.98539,75.13147,337.53,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,298.07,4.12,D,0
29.98577,75.61788,336.79,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,298.48,4.88,D,0
29.98772,75.20351,332.7,0.49,0.49,2023-11-04,834,N,VIIRS,n,2,297.17,3.32,D,0
29.98807,75.01891,336.12,0.48,0.48,2023-11-04,834,N,VIIRS,n,2,297.61,6.23,D,0
29.98923,75.62001,351.89,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.95,10.45,D,0
29.98964,75.90868,335.73,0.54,0.51,2023-11-04,834,N,VIIRS,n,2,295.21,3.64,D,0
29.98972,75.62545,330.43,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.36,5.81,D,0
29.98989,75.32365,330.72,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,297.26,3.68,D,0
29.99117,75.82329,334.85,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,295.29,4.23,D,0
29.99162,74.91784,345.2,0.47,0.48,2023-11-04,834,N,VIIRS,n,2,299.95,7.22,D,0
29.99377,76.11108,339.12,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,297.54,8.06,D,0
29.99602,75.29128,348.68,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.3,8.36,D,0
29.99631,74.60115,345.32,0.45,0.47,2023-11-04,834,N,VIIRS,n,2,297.98,6.57,D,0
29.99697,76.04054,340.31,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.28,7.29,D,0
29.99789,75.79432,331.04,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,294.01,3.33,D,0
29.99868,75.65491,342.02,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.21,4.98,D,0
29.99883,75.37022,333.65,0.5,0.49,2023-11-04,834,N,VIIRS,n,2,298.65,2.31,D,0
29.9992,74.59902,333.06,0.45,0.47,2023-11-04,834,N,VIIRS,n,2,297.03,7.57,D,0
30.00012,76.07516,330.1,0.55,0.51,2023-11-04,834,N,VIIRS,n,2,296.48,3.44,D,0
30.0002,75.79684,334.48,0.53,0.5,2023-11-04,834,N,VIIRS,n,2,294.62,4.06,D,0
30.00141,75.65162,341.88,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,297.07,6.41,D,0
30.00168,75.70705,333.5,0.52,0.5,2023-11-04,834,N,VIIRS,n,2,291.63,3.29,D,0
